EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Hours,Shift
1805986,35,Yes,Travel_Frequently,Nursing,18,4,Marketing,Female,67,2,Nurse,3,Married,4614,23288,0,Y,No,3,40,5,0,2,4,2,3,2,12,1
1804767,42,No,Travel_Rarely,Care,29,3,Life Sciences,Male,98,2,Therapist,2,Married,4434,11806,1,Y,No,3,40,10,3,2,9,8,7,8,12,0
1804573,42,No,Travel_Rarely,Dietary,6,3,Medical,Male,83,3,Administrative,1,Married,13348,14842,9,Y,No,3,40,18,3,4,13,7,5,7,12,1
1804073,40,No,Travel_Rarely,Dietary,2,2,Medical,Male,49,5,Other,3,Divorced,19436,5949,0,Y,No,3,40,22,5,3,21,7,3,9,12,1
1802154,38,No,Travel_Rarely,Nursing,2,4,Marketing,Female,77,2,Other,4,Married,5405,4244,2,Y,No,4,40,20,4,2,4,2,0,3,12,1
1801915,46,No,Travel_Rarely,Nursing,1,4,Life Sciences,Male,56,4,Administrative,1,Single,17567,3156,1,Y,No,3,40,27,5,1,26,0,0,12,0,0
1801346,34,No,Travel_Rarely,Care,6,1,Medical,Male,83,1,Other,1,Single,2960,17102,2,Y,No,3,40,8,2,3,4,2,1,3,12,1
1800991,30,No,Non-Travel,Care,7,3,Technical Degree,Male,64,1,Other,3,Divorced,1274,7152,1,Y,No,3,40,1,2,2,1,0,0,0,12,0
1800789,32,No,Travel_Rarely,Care,5,2,Life Sciences,Female,67,2,Other,2,Married,5878,15624,3,Y,No,3,40,12,2,3,7,1,2,5,12,0
1800484,42,No,Travel_Frequently,Dietary,5,2,Other,Male,97,1,Nurse,3,Married,2093,9260,4,Y,No,3,40,8,4,3,2,2,2,0,12,1
1797790,21,No,Travel_Rarely,Care,5,1,Medical,Male,97,1,Other,4,Single,3117,26009,1,Y,No,3,40,3,2,3,2,2,2,2,12,0
1796375,25,No,Travel_Rarely,Care,19,1,Medical,Male,67,1,Nurse,4,Married,3669,9075,3,Y,No,3,40,7,6,2,3,2,1,2,12,0
1796122,49,No,Travel_Rarely,Care,16,3,Medical,Female,74,1,Nurse,1,Divorced,2587,24941,4,Y,No,3,40,17,2,2,2,2,2,2,12,1
1795482,40,No,Travel_Rarely,Dietary,6,2,Medical,Male,38,4,Administrative,4,Single,16437,17381,1,Y,No,4,40,21,2,3,21,7,7,7,12,0
1795477,53,No,Travel_Rarely,Dietary,7,2,Medical,Female,50,5,Other,3,Divorced,18606,18640,3,Y,No,3,40,26,6,3,7,7,4,7,12,0
1795187,38,No,Travel_Rarely,Care,6,2,Other,Female,40,1,Nurse,3,Married,3702,16376,1,Y,No,3,40,5,3,3,5,4,0,4,12,0
1795081,58,No,Travel_Rarely,Care,5,3,Technical Degree,Female,37,3,Nurse,2,Divorced,10552,9255,2,Y,No,3,40,24,3,3,6,0,0,4,12,1
1794901,31,No,Travel_Frequently,Nursing,5,3,Marketing,Female,84,1,Other,2,Divorced,2789,3909,1,Y,No,3,40,2,5,2,2,2,2,2,12,1
1794793,22,No,Travel_Rarely,Care,6,1,Medical,Male,69,1,Other,3,Married,2773,12145,0,Y,No,4,40,3,3,3,2,2,2,2,12,1
1793695,55,No,Travel_Rarely,Care,1,4,Medical,Male,81,4,Administrative,4,Divorced,14732,12414,2,Y,No,3,40,31,4,4,7,7,0,0,12,0
1793245,24,No,Travel_Frequently,Nursing,24,3,Medical,Male,38,1,Other,4,Married,2400,5530,0,Y,No,3,40,3,3,3,2,2,2,1,12,1
1792856,34,No,Travel_Rarely,Care,6,4,Other,Female,41,2,Other,3,Single,4809,12482,1,Y,No,3,40,16,3,3,16,13,2,10,12,0
1792620,31,Yes,Travel_Frequently,Nursing,1,4,Life Sciences,Female,50,1,Other,3,Single,1359,16154,1,Y,No,3,40,1,3,3,1,0,0,0,0,1
1792606,27,No,Travel_Rarely,Nursing,2,1,Marketing,Male,85,1,Other,1,Divorced,3041,16346,0,Y,No,3,40,5,3,3,4,3,0,2,0,0
1792202,45,No,Non-Travel,Nursing,26,3,Marketing,Male,52,2,Nurse,1,Married,4385,24162,1,Y,No,3,40,10,2,3,10,7,4,5,12,0
1792052,29,No,Travel_Rarely,Care,15,3,Life Sciences,Male,60,1,Nurse,4,Single,2340,22673,1,Y,No,3,40,6,1,3,6,5,1,5,12,1
1792003,18,No,Non-Travel,Care,1,3,Life Sciences,Female,97,1,Nurse,4,Single,1611,19305,1,Y,No,3,40,0,5,4,0,0,0,0,12,0
1791733,46,No,Travel_Rarely,Nursing,3,3,Life Sciences,Female,51,4,Administrative,2,Married,16606,11380,8,Y,No,3,40,23,2,4,13,12,5,1,12,0
1790839,55,No,Travel_Frequently,Care,18,4,Medical,Male,62,2,Other,2,Married,6385,12992,3,Y,No,3,40,17,3,3,8,7,6,7,0,1
1790357,45,No,Travel_Rarely,Care,1,4,Medical,Female,91,1,Nurse,4,Divorced,2270,11005,3,Y,No,3,40,8,2,3,5,3,0,2,12,0
1789942,31,No,Travel_Rarely,Dietary,2,1,Medical,Female,59,1,Nurse,4,Divorced,1129,17536,1,Y,No,3,40,1,4,3,1,0,0,0,12,1
1789769,43,No,Travel_Frequently,Care,27,3,Life Sciences,Female,83,3,Therapist,1,Married,10820,11535,8,Y,No,3,40,18,1,3,8,7,0,1,12,1
1789756,42,No,Travel_Rarely,Nursing,8,4,Marketing,Male,48,2,Nurse,2,Married,6825,21173,0,Y,No,3,40,10,2,3,9,7,4,2,12,0
1789511,40,No,Travel_Frequently,Care,26,3,Medical,Female,54,2,Other,2,Divorced,5605,8504,1,Y,No,3,40,20,2,3,20,7,2,13,0,1
1789008,40,No,Travel_Rarely,Dietary,1,4,Life Sciences,Male,83,1,Nurse,4,Married,2406,4060,8,Y,No,3,40,8,3,2,1,0,0,0,12,0
1788553,23,No,Travel_Rarely,Care,10,3,Technical Degree,Male,45,1,Other,3,Married,2073,12826,2,Y,No,3,40,4,2,3,2,2,2,2,12,0
1787984,46,No,Travel_Rarely,Care,18,3,Medical,Female,87,2,Therapist,3,Divorced,4810,26314,2,Y,No,3,40,19,5,2,10,7,0,8,12,1
1787925,26,No,Travel_Rarely,Nursing,5,3,Other,Female,30,1,Other,3,Single,2966,21378,0,Y,No,3,40,5,2,3,4,2,0,0,12,0
1787161,37,No,Non-Travel,Care,2,2,Life Sciences,Male,100,2,Nurse,4,Divorced,5163,15850,5,Y,No,3,40,17,2,4,1,0,0,0,12,1
1787068,54,No,Travel_Frequently,Dietary,11,4,Medical,Female,87,4,Other,4,Divorced,16032,24456,3,Y,No,4,40,26,2,3,14,9,1,12,12,1
1786662,41,No,Travel_Rarely,Dietary,1,3,Human Resources,Male,59,5,Administrative,3,Married,19189,19562,1,Y,No,3,40,22,3,3,22,7,2,10,12,1
1786169,28,No,Travel_Rarely,Nursing,9,4,Life Sciences,Male,92,2,Nurse,4,Single,5253,20750,1,Y,No,3,40,7,1,3,7,5,0,7,12,0
1785279,39,No,Travel_Rarely,Nursing,2,5,Life Sciences,Male,41,3,Nurse,3,Single,7880,2560,0,Y,No,3,40,9,3,3,8,7,0,7,12,1
1782969,23,Yes,Travel_Frequently,Nursing,9,3,Marketing,Male,33,1,Other,1,Married,1790,26956,1,Y,No,3,40,1,3,2,1,0,1,0,12,1
1780761,29,No,Travel_Rarely,Care,19,3,Technical Degree,Male,34,2,Therapist,4,Divorced,4262,22645,4,Y,No,3,40,8,2,4,3,2,1,2,12,0
1780189,43,No,Travel_Frequently,Care,1,3,Life Sciences,Female,33,2,Nurse,4,Married,5562,21782,4,Y,No,3,40,12,2,2,5,2,2,2,12,1
1778989,29,Yes,Travel_Rarely,Nursing,23,1,Life Sciences,Female,45,3,Nurse,1,Married,7336,11162,1,Y,No,3,40,11,3,1,11,8,3,10,12,1
1778124,43,No,Travel_Rarely,Dietary,2,3,Life Sciences,Male,97,1,Other,4,Single,3539,5033,0,Y,No,3,40,10,5,3,9,7,1,8,12,0
1777794,28,No,Non-Travel,Dietary,1,2,Life Sciences,Male,43,1,Other,4,Divorced,2706,10494,1,Y,No,3,40,3,2,3,3,2,2,2,12,1
1777635,26,No,Travel_Rarely,Nursing,29,2,Medical,Male,45,2,Nurse,3,Divorced,4306,4267,5,Y,No,3,40,8,5,3,0,0,0,0,12,1
1776541,38,No,Travel_Frequently,Care,3,4,Other,Male,44,1,Other,3,Married,2821,2997,3,Y,No,3,40,8,2,3,2,2,2,2,12,1
1776529,34,Yes,Travel_Frequently,Dietary,23,3,Human Resources,Female,43,3,Other,1,Divorced,9950,11533,9,Y,No,3,40,11,2,3,3,2,0,2,12,1
1775902,47,No,Non-Travel,Dietary,14,4,Technical Degree,Male,64,2,Other,2,Married,5467,2125,8,Y,No,3,40,16,4,4,8,7,1,7,12,1
1775838,46,No,Travel_Rarely,Nursing,10,3,Life Sciences,Female,64,3,Nurse,2,Married,7314,14011,5,Y,No,4,40,14,2,3,8,7,0,7,12,1
1775055,37,No,Travel_Rarely,Care,3,3,Other,Female,35,2,Nurse,2,Single,4107,13848,3,Y,No,3,40,8,3,2,4,3,0,1,12,1
1773686,27,No,Travel_Rarely,Nursing,2,3,Life Sciences,Male,74,2,Nurse,3,Single,4478,5242,1,Y,No,3,40,5,3,3,5,4,0,4,12,0
1773482,32,No,Travel_Rarely,Care,1,3,Life Sciences,Male,66,2,Other,2,Married,6220,7346,1,Y,No,3,40,10,3,3,10,4,0,9,12,1
1772045,39,No,Travel_Rarely,Dietary,13,4,Medical,Female,94,4,Other,2,Divorced,17123,17334,6,Y,No,3,40,21,4,3,19,9,15,2,0,1
1769488,34,No,Travel_Frequently,Care,15,3,Medical,Male,71,4,Administrative,1,Divorced,17007,11929,7,Y,No,3,40,16,3,2,14,8,6,9,12,1
1769167,20,No,Travel_Rarely,Nursing,2,3,Medical,Female,31,1,Other,3,Single,2783,13251,1,Y,No,3,40,2,3,3,2,2,2,2,12,1
1768835,52,No,Travel_Rarely,Care,8,4,Other,Female,54,1,Nurse,1,Married,2950,17363,9,Y,No,3,40,12,2,1,5,4,0,4,12,1
1768732,28,No,Travel_Frequently,Nursing,7,3,Life Sciences,Male,55,2,Nurse,1,Single,4898,11827,0,Y,No,3,40,5,5,3,4,2,1,3,12,0
1767740,32,No,Travel_Frequently,Nursing,5,2,Life Sciences,Male,48,2,Nurse,2,Married,6524,8891,1,Y,No,3,40,10,3,3,10,8,5,3,12,0
1767733,42,No,Travel_Frequently,Care,2,3,Life Sciences,Male,40,3,Other,4,Married,10124,18611,2,Y,No,3,40,24,3,1,20,8,13,9,12,0
1767421,38,No,Travel_Rarely,Nursing,7,4,Marketing,Female,46,2,Nurse,4,Single,4028,7791,0,Y,No,4,40,8,2,3,7,7,0,5,12,0
1766963,33,No,Travel_Rarely,Care,1,4,Other,Male,100,1,Other,1,Single,2799,3339,3,Y,No,3,40,6,1,3,3,2,0,2,12,0
1766543,31,No,Travel_Rarely,Dietary,7,2,Medical,Female,31,2,Therapist,1,Married,4306,4156,1,Y,No,3,40,13,5,1,13,10,3,12,12,0
1766213,55,No,Travel_Rarely,Dietary,2,4,Technical Degree,Male,98,1,Other,4,Married,2662,7975,8,Y,No,4,40,19,2,4,5,2,0,4,12,1
1765716,26,No,Travel_Rarely,Care,3,3,Life Sciences,Female,89,1,Other,4,Married,2061,11133,1,Y,No,4,40,1,5,3,1,0,0,0,12,0
1764157,30,No,Travel_Rarely,Nursing,15,2,Marketing,Male,94,3,Nurse,1,Divorced,7140,3088,2,Y,No,3,40,12,2,3,7,7,1,7,12,0
1764148,45,No,Travel_Rarely,Care,7,3,Medical,Female,83,1,Other,3,Married,4477,20100,4,Y,No,3,40,7,2,2,3,2,0,2,12,0
1763986,53,No,Travel_Frequently,Nursing,2,3,Marketing,Female,38,3,Nurse,2,Married,7525,23537,2,Y,No,3,40,30,2,3,15,7,6,12,12,1
1761884,50,No,Travel_Rarely,Care,17,5,Life Sciences,Female,50,3,Administrative,1,Divorced,13269,21981,5,Y,No,3,40,19,3,3,14,11,1,11,12,0
1761086,31,No,Travel_Rarely,Nursing,6,4,Medical,Male,66,2,Nurse,4,Divorced,5460,6219,4,Y,No,4,40,13,4,4,7,7,5,7,12,0
1759857,28,No,Travel_Rarely,Care,2,4,Medical,Male,46,1,Other,3,Single,4382,16374,6,Y,No,3,40,5,3,2,2,2,2,1,12,1
1759045,40,No,Travel_Rarely,Care,2,3,Medical,Male,68,1,Other,3,Divorced,2345,8045,2,Y,No,3,40,8,3,4,3,1,1,2,12,0
1758544,34,No,Travel_Rarely,Care,8,2,Medical,Female,96,2,Nurse,3,Single,6142,7360,3,Y,No,3,40,10,2,3,5,1,4,3,12,0
1758264,40,No,Travel_Rarely,Dietary,2,4,Medical,Female,98,1,Other,3,Married,2001,12549,2,Y,No,3,40,20,2,3,5,3,0,2,12,0
1757748,40,No,Non-Travel,Care,8,2,Life Sciences,Male,72,2,Nurse,4,Divorced,4069,8841,3,Y,No,3,40,8,2,3,2,2,2,2,12,1
1756239,41,No,Non-Travel,Nursing,10,2,Life Sciences,Male,56,2,Nurse,4,Single,6230,13430,7,Y,No,3,40,16,3,3,14,3,1,10,12,1
1755899,52,No,Travel_Rarely,Care,11,4,Life Sciences,Female,82,2,Nurse,3,Married,3149,21821,8,Y,No,4,40,9,3,3,5,2,1,4,12,1
1755563,54,No,Travel_Rarely,Care,19,4,Medical,Female,95,2,Therapist,1,Divorced,5485,22670,9,Y,No,3,40,9,4,3,5,3,1,4,12,1
1755403,40,No,Non-Travel,Nursing,28,3,Other,Male,58,3,Nurse,1,Divorced,10932,11373,3,Y,No,3,40,20,2,3,1,0,0,1,12,1
1755222,38,No,Travel_Rarely,Nursing,16,3,Life Sciences,Female,90,2,Nurse,2,Single,4198,16379,2,Y,No,3,40,8,5,4,3,2,1,2,12,0
1754610,41,Yes,Non-Travel,Care,5,2,Life Sciences,Male,95,1,Other,1,Divorced,2107,20293,6,Y,No,3,40,5,2,1,1,0,0,0,12,1
1753629,26,No,Travel_Frequently,Care,11,2,Medical,Male,60,2,Nurse,1,Married,4741,22722,1,Y,No,3,40,5,3,3,5,3,3,3,12,0
1752889,35,No,Travel_Frequently,Nursing,11,2,Marketing,Male,54,2,Nurse,4,Divorced,4968,18500,1,Y,No,3,40,5,3,3,5,2,0,2,12,0
1752868,50,No,Travel_Rarely,Care,1,2,Medical,Male,66,4,Administrative,4,Divorced,17399,6615,9,Y,No,4,40,32,1,2,5,4,1,3,12,1
1751929,22,Yes,Travel_Frequently,Care,3,4,Life Sciences,Male,48,1,Nurse,4,Married,2853,4223,0,Y,No,3,40,1,5,3,0,0,0,0,12,0
1751538,22,No,Travel_Rarely,Care,19,1,Medical,Male,80,1,Other,4,Married,2323,11992,1,Y,No,4,40,2,6,3,2,2,2,2,12,0
1751502,39,No,Travel_Frequently,Nursing,20,3,Life Sciences,Male,83,2,Nurse,4,Divorced,4127,19188,2,Y,No,3,40,7,6,3,2,1,2,2,12,0
1751058,35,No,Travel_Rarely,Nursing,28,4,Life Sciences,Female,98,1,Other,3,Married,2430,26204,0,Y,No,4,40,6,5,3,5,3,4,2,12,1
1749725,51,No,Travel_Rarely,Dietary,2,3,Medical,Male,84,2,Therapist,2,Divorced,5482,16321,5,Y,No,3,40,13,3,3,4,1,1,2,12,1
1749032,31,No,Non-Travel,Nursing,20,2,Marketing,Female,45,2,Nurse,3,Married,6932,24406,1,Y,No,3,40,9,2,2,9,8,0,0,12,1
1748251,28,No,Non-Travel,Care,24,2,Technical Degree,Male,72,3,Nurse,1,Single,8722,12355,1,Y,No,3,40,10,2,2,10,7,1,9,12,1
1747750,29,Yes,Travel_Rarely,Care,15,1,Life Sciences,Female,69,1,Nurse,4,Married,2168,26933,0,Y,No,3,40,6,2,2,5,4,1,3,12,0
1746047,36,No,Travel_Rarely,Care,9,3,Medical,Male,79,1,Nurse,3,Married,3388,21777,0,Y,No,3,40,2,0,2,1,0,0,0,0,0
1745732,32,No,Travel_Rarely,Care,9,4,Life Sciences,Female,92,2,Other,4,Married,6322,18089,1,Y,No,3,40,6,2,2,6,4,0,5,12,1
1745568,34,No,Travel_Rarely,Nursing,9,1,Life Sciences,Female,70,2,Nurse,3,Married,5714,5829,1,Y,No,4,40,6,3,2,6,5,1,3,0,0
1745305,29,Yes,Travel_Frequently,Nursing,24,3,Technical Degree,Male,45,1,Other,1,Single,1091,10642,1,Y,No,3,40,1,3,3,1,0,0,0,12,0
1744940,49,No,Travel_Rarely,Nursing,11,3,Marketing,Female,43,3,Nurse,4,Married,7654,5860,1,Y,No,3,40,9,3,4,9,8,7,7,12,1
1744823,30,No,Travel_Rarely,Care,18,3,Life Sciences,Female,75,1,Other,3,Single,2632,23910,1,Y,No,3,40,5,4,2,5,4,0,4,12,1
1744003,51,No,Travel_Frequently,Care,6,2,Medical,Female,40,1,Nurse,3,Single,2838,4257,0,Y,No,3,40,8,6,2,7,0,7,7,12,0
1743607,41,No,Travel_Rarely,Care,5,5,Medical,Male,90,1,Other,3,Married,2127,5561,2,Y,No,3,40,7,5,2,4,2,0,3,12,1
1742953,29,No,Travel_Frequently,Nursing,20,3,Technical Degree,Female,84,1,Other,4,Married,2157,18203,1,Y,No,3,40,3,5,3,3,1,0,2,12,1
1742081,37,No,Travel_Rarely,Care,11,3,Medical,Female,94,1,Nurse,3,Single,3629,19106,4,Y,No,3,40,8,6,3,3,2,0,2,12,1
1741354,18,Yes,Travel_Frequently,Nursing,3,2,Medical,Female,70,1,Other,4,Single,1569,18420,1,Y,No,3,40,0,2,4,0,0,0,0,12,1
1740909,38,No,Travel_Rarely,Nursing,9,3,Marketing,Male,98,1,Other,2,Married,2899,12102,0,Y,No,3,40,3,3,3,2,2,1,2,12,0
1740472,26,No,Travel_Rarely,Care,1,2,Medical,Male,59,1,Nurse,1,Married,3955,11141,1,Y,No,3,40,6,2,3,5,3,1,3,12,0
1739412,34,No,Travel_Rarely,Care,27,2,Medical,Female,95,1,Other,2,Single,2311,5711,2,Y,No,3,40,9,3,3,3,2,1,2,12,1
1738679,32,No,Non-Travel,Care,1,3,Life Sciences,Female,70,1,Nurse,2,Married,2332,3974,6,Y,No,4,40,5,3,3,3,0,0,2,12,1
1738269,34,Yes,Non-Travel,Dietary,16,4,Technical Degree,Male,85,1,Other,1,Married,2307,14460,1,Y,No,4,40,5,2,3,5,2,3,0,12,1
1736866,31,Yes,Travel_Frequently,Care,20,3,Life Sciences,Male,66,3,Nurse,3,Married,9824,22908,3,Y,No,3,40,12,2,3,1,0,0,0,12,0
1735186,28,No,Travel_Rarely,Care,17,2,Medical,Male,79,2,Nurse,1,Divorced,4558,13535,1,Y,No,3,40,10,2,3,10,0,1,8,0,1
1735028,50,No,Non-Travel,Nursing,1,3,Life Sciences,Female,95,2,Nurse,3,Married,6347,24920,0,Y,No,3,40,19,3,3,18,7,0,13,12,0
1734708,31,Yes,Travel_Frequently,Nursing,1,3,Life Sciences,Female,54,1,Other,2,Single,2302,8319,1,Y,No,3,40,3,2,4,3,2,2,2,12,1
1734641,35,No,Travel_Rarely,Nursing,8,4,Life Sciences,Female,72,1,Other,4,Married,2572,20317,1,Y,No,3,40,3,1,2,3,2,0,2,12,1
1732917,33,No,Travel_Rarely,Care,4,4,Medical,Female,82,1,Nurse,2,Married,3838,8192,8,Y,No,3,40,8,5,3,5,4,0,2,12,1
1732657,40,No,Travel_Rarely,Nursing,10,4,Marketing,Male,67,3,Nurse,2,Divorced,9705,20652,2,Y,No,3,40,11,2,2,1,0,0,0,12,0
1731640,27,No,Travel_Frequently,Care,2,3,Medical,Male,87,1,Other,4,Single,2580,6297,2,Y,No,3,40,6,0,2,4,2,1,2,12,1
1731320,35,No,Travel_Rarely,Care,2,3,Life Sciences,Male,44,3,Therapist,2,Divorced,10274,19588,2,Y,No,3,40,15,2,4,7,7,6,4,12,1
1731227,35,No,Travel_Rarely,Care,25,3,Technical Degree,Male,78,3,Therapist,2,Married,10903,9129,3,Y,No,3,40,16,2,3,13,10,4,8,12,0
1730525,51,No,Travel_Rarely,Care,3,3,Medical,Female,98,4,Nurse,2,Single,13734,7192,3,Y,No,3,40,21,6,3,7,7,1,0,12,0
1730370,36,No,Travel_Rarely,Care,7,4,Other,Male,65,1,Nurse,4,Single,4678,23293,2,Y,No,3,40,8,6,3,6,2,0,1,12,0
1729981,55,No,Travel_Rarely,Nursing,26,5,Marketing,Male,60,5,Administrative,4,Married,19586,23037,1,Y,No,4,40,36,3,3,36,6,2,13,12,1
1729178,31,No,Travel_Rarely,Nursing,29,4,Marketing,Female,91,2,Nurse,4,Married,5468,13402,1,Y,No,3,40,13,3,3,12,7,5,7,12,0
1729159,32,No,Travel_Frequently,Care,24,4,Life Sciences,Male,80,2,Nurse,4,Married,5309,21146,1,Y,No,3,40,10,2,3,10,8,4,7,12,1
1729034,35,No,Travel_Frequently,Care,18,2,Life Sciences,Male,60,3,Therapist,4,Single,9362,19944,2,Y,No,3,40,10,2,3,2,2,2,2,12,1
1728347,38,No,Travel_Frequently,Care,2,3,Medical,Female,42,1,Nurse,2,Single,2440,23826,1,Y,No,4,40,4,3,3,4,3,3,3,12,0
1726077,38,No,Travel_Rarely,Nursing,1,4,Life Sciences,Female,59,2,Nurse,4,Single,8686,12930,4,Y,No,4,40,12,2,4,8,3,0,7,0,1
1725778,35,No,Travel_Rarely,Dietary,9,4,Medical,Male,48,2,Other,3,Single,5098,18698,1,Y,No,3,40,10,5,3,10,7,0,8,12,0
1725110,31,No,Travel_Rarely,Care,9,1,Life Sciences,Male,33,3,Therapist,2,Divorced,10648,14394,1,Y,No,4,40,13,6,4,13,8,0,8,12,0
1724855,21,Yes,Travel_Frequently,Care,10,2,Life Sciences,Female,45,1,Nurse,3,Single,2625,25308,1,Y,No,4,40,2,2,1,2,2,2,2,0,0
1723897,32,No,Travel_Rarely,Nursing,4,4,Medical,Male,32,3,Nurse,4,Married,10400,25812,1,Y,No,3,40,14,2,2,14,8,9,8,12,0
1722423,56,No,Travel_Rarely,Care,8,3,Life Sciences,Female,67,1,Other,1,Divorced,4257,13939,4,Y,No,3,40,19,3,3,2,2,2,2,0,0
1721556,36,No,Travel_Rarely,Care,15,3,Other,Male,81,2,Nurse,3,Divorced,4834,7858,7,Y,No,3,40,9,3,2,1,0,0,0,12,1
1721417,46,No,Travel_Rarely,Care,1,4,Medical,Male,97,3,Nurse,1,Divorced,9396,12368,7,Y,No,3,40,17,3,3,4,2,0,3,12,1
1721312,37,No,Travel_Frequently,Nursing,4,4,Marketing,Male,41,1,Other,4,Divorced,2793,2539,4,Y,No,3,40,13,2,3,9,8,5,8,12,0
1720881,51,No,Travel_Rarely,Care,4,4,Life Sciences,Male,34,1,Other,3,Married,2461,10332,9,Y,No,3,40,18,2,4,10,0,2,7,12,1
1720804,36,No,Travel_Frequently,Care,18,4,Life Sciences,Male,81,1,Nurse,4,Married,3688,7122,4,Y,No,3,40,4,2,3,1,0,0,0,12,0
1720230,43,No,Travel_Rarely,Nursing,16,3,Marketing,Female,80,4,Admin,4,Married,16064,7744,5,Y,No,4,40,22,3,3,17,13,1,9,12,0
1720201,45,No,Travel_Rarely,Care,2,2,Other,Female,59,2,Therapist,4,Divorced,5770,5388,1,Y,No,3,40,10,3,3,10,7,3,9,12,0
1719792,34,No,Travel_Frequently,Dietary,2,2,Life Sciences,Male,95,2,Therapist,3,Single,4033,15834,2,Y,No,3,40,5,3,2,3,2,0,2,12,1
1718961,34,No,Travel_Rarely,Nursing,14,3,Technical Degree,Female,31,1,Other,3,Divorced,2579,2912,1,Y,No,3,40,8,3,3,8,2,0,6,12,0
1718896,59,No,Travel_Rarely,Nursing,3,3,Life Sciences,Female,48,2,Nurse,4,Single,5171,16490,5,Y,No,3,40,13,2,3,6,1,0,5,12,1
1718662,60,No,Travel_Rarely,Care,1,4,Medical,Male,92,3,Nurse,4,Divorced,10883,20467,3,Y,No,4,40,19,2,4,1,0,0,0,12,0
1717795,25,No,Travel_Rarely,Nursing,28,3,Life Sciences,Male,41,2,Nurse,3,Married,8639,24835,2,Y,No,3,40,6,3,3,2,2,2,2,12,1
1716658,37,No,Travel_Frequently,Nursing,21,2,Medical,Female,54,1,Other,4,Married,2973,21222,5,Y,No,3,40,10,3,3,5,4,0,0,12,0
1715801,39,No,Travel_Rarely,Nursing,24,1,Marketing,Female,60,4,Nurse,4,Married,12031,8828,0,Y,No,3,40,21,2,2,20,9,9,6,12,0
1715321,55,No,Travel_Rarely,Care,2,3,Medical,Male,60,5,Administrative,1,Married,19038,19805,8,Y,No,3,40,34,2,3,1,0,0,0,12,0
1715239,53,No,Travel_Rarely,Nursing,2,2,Medical,Male,45,4,Administrative,3,Divorced,14852,13938,6,Y,No,3,40,22,3,4,17,13,15,2,12,1
1715116,45,No,Non-Travel,Nursing,6,3,Medical,Female,57,3,Nurse,4,Single,8865,16840,6,Y,No,3,40,23,2,3,19,7,12,8,12,0
1715015,35,No,Non-Travel,Care,3,3,Life Sciences,Male,41,1,Nurse,3,Married,1281,16900,1,Y,No,3,40,1,3,3,1,0,0,0,12,0
1715001,27,No,Travel_Rarely,Care,17,3,Technical Degree,Male,51,1,Other,2,Married,3058,13364,0,Y,No,3,40,6,3,2,5,2,1,1,12,0
1714672,34,No,Travel_Frequently,Care,3,1,Life Sciences,Male,45,2,Nurse,4,Single,7756,22266,0,Y,No,3,40,7,1,2,6,2,0,4,12,0
1713700,20,Yes,Travel_Rarely,Care,3,3,Life Sciences,Male,87,1,Nurse,3,Single,3033,12828,1,Y,No,3,40,2,2,2,2,2,1,2,12,0
1713058,50,No,Travel_Rarely,Nursing,8,4,Marketing,Male,54,1,Other,2,Married,3875,9983,7,Y,No,3,40,4,2,3,2,2,2,2,0,1
1712914,36,No,Non-Travel,Care,24,4,Life Sciences,Female,47,2,Nurse,2,Married,5674,6927,7,Y,No,3,40,11,3,3,9,8,0,8,12,0
1712154,33,Yes,Travel_Frequently,Care,3,3,Life Sciences,Male,70,1,Other,1,Single,3348,3164,1,Y,No,3,40,10,3,3,10,8,9,7,0,0
1711876,41,No,Travel_Rarely,Nursing,4,1,Marketing,Female,81,3,Nurse,3,Divorced,10447,26458,0,Y,No,3,40,23,3,4,22,14,13,5,0,1
1711208,35,No,Travel_Rarely,Care,6,1,Life Sciences,Male,66,1,Other,3,Married,3506,6020,0,Y,No,3,40,4,3,3,3,2,2,2,12,0
1711206,44,No,Travel_Rarely,Dietary,1,3,Life Sciences,Female,44,1,Other,4,Divorced,3195,4167,4,Y,No,3,40,8,2,3,2,2,2,2,12,0
1710657,56,No,Travel_Rarely,Dietary,4,4,Technical Degree,Female,92,5,Other,1,Divorced,19943,18575,4,Y,No,3,40,28,2,3,5,2,4,2,12,1
1710090,35,No,Non-Travel,Care,11,2,Medical,Male,79,3,Nurse,1,Married,9884,8302,2,Y,No,3,40,10,3,3,4,0,2,3,12,1
1709918,52,No,Travel_Rarely,Care,2,3,Life Sciences,Female,89,1,Nurse,4,Single,3212,3300,7,Y,No,3,40,6,3,2,2,2,2,2,12,0
1709085,36,No,Travel_Rarely,Nursing,1,4,Life Sciences,Female,73,2,Nurse,3,Single,6815,21447,6,Y,No,3,40,15,5,3,1,0,0,0,12,1
1708743,38,No,Travel_Rarely,Dietary,10,3,Medical,Female,99,3,Administrative,3,Married,13206,3376,3,Y,No,3,40,20,3,3,18,16,1,11,12,0
